WIDTH,LENGTH,HIGHT,ORIENTATION,WINDOWS_RATIO,SKYLIGHT_RATIO,AREA,COURT_LENGTH,COURT_WIDTH,FORM_FACTOR,S/V_RATIO,COOLING_LOAD,HEATING_LOAD,TOTAL_LOAD
50,50,8,225,0.1,0.2,5000,28,28,1.32,0.33,47.78071168,1.35321379,49.13392547
60,50,12,315,0.2,0.4,9000,28,38,0.96,0.24,48.20503494,0.93092626,49.1359612
50,50,8,315,0.1,0.2,5000,28,28,1.32,0.33,47.78905063,1.34912295,49.13817358
60,50,12,225,0.2,0.4,9000,28,38,0.96,0.24,48.20914497,0.92903765,49.13818262
50,60,12,45,0.2,0.4,9000,38,28,0.96,0.24,48.21943826,0.92308329,49.14252156
50,60,12,225,0.2,0.4,9000,38,28,0.96,0.24,48.21943826,0.92308329,49.14252156
60,50,12,45,0.2,0.4,9000,28,38,0.96,0.24,48.21804124,0.9247538,49.14279504
50,50,8,45,0.1,0.2,5000,28,28,1.32,0.33,47.80182854,1.34534386,49.1471724
50,40,12,90,0.4,0.4,6000,18,28,1.0267,0.2567,48.50280058,0.66282568,49.16562626
50,40,12,270,0.4,0.4,6000,18,28,1.0267,0.2567,48.50280058,0.66282568,49.16562626
40,50,12,0,0.4,0.4,6000,28,18,1.0267,0.2567,48.50201855,0.66490423,49.16692278
40,50,12,180,0.4,0.4,6000,28,18,1.0267,0.2567,48.50201855,0.66490423,49.16692278
60,60,16,90,0.4,0.3,14400,38,38,0.7667,0.1917,48.48022178,0.69409293,49.17431471
60,60,16,270,0.4,0.3,14400,38,38,0.7667,0.1917,48.48022178,0.69409293,49.17431471
60,60,16,0,0.4,0.3,14400,38,38,0.7667,0.1917,48.47941492,0.69627958,49.17569451
60,60,16,180,0.4,0.3,14400,38,38,0.7667,0.1917,48.47941492,0.69627958,49.17569451
50,50,12,90,0.3,0.3,7500,28,28,0.9867,0.2467,48.36982054,0.80858398,49.17840452
50,50,12,270,0.3,0.3,7500,28,28,0.9867,0.2467,48.36982054,0.80858398,49.17840452
50,50,12,0,0.3,0.3,7500,28,28,0.9867,0.2467,48.36873663,0.80978095,49.17851758
50,50,12,180,0.3,0.3,7500,28,28,0.9867,0.2467,48.36873663,0.80978095,49.17851758
50,60,12,90,0.2,0.4,9000,38,28,0.96,0.24,48.30822398,0.87193261,49.18015658
50,60,12,270,0.2,0.4,9000,38,28,0.96,0.24,48.30822398,0.87193261,49.18015658
60,50,12,0,0.2,0.4,9000,28,38,0.96,0.24,48.30839582,0.87222036,49.18061618
60,50,12,180,0.2,0.4,9000,28,38,0.96,0.24,48.30839582,0.87222036,49.18061618
50,50,8,90,0.1,0.2,5000,28,28,1.32,0.33,47.8790492,1.30570664,49.18475585
50,50,8,270,0.1,0.2,5000,28,28,1.32,0.33,47.8790492,1.30570664,49.18475585
50,40,12,0,0.4,0.4,6000,18,28,1.0267,0.2567,48.54977986,0.63667081,49.18645068
50,40,12,180,0.4,0.4,6000,18,28,1.0267,0.2567,48.54977986,0.63667081,49.18645068
40,50,12,90,0.4,0.4,6000,28,18,1.0267,0.2567,48.55079908,0.63574328,49.18654236
40,50,12,270,0.4,0.4,6000,28,18,1.0267,0.2567,48.55079908,0.63574328,49.18654236
60,50,12,90,0.2,0.4,9000,28,38,0.96,0.24,48.29956633,0.88713224,49.18669857
60,50,12,270,0.2,0.4,9000,28,38,0.96,0.24,48.29956633,0.88713224,49.18669857
50,60,12,0,0.2,0.4,9000,38,28,0.96,0.24,48.29941473,0.88743252,49.18684725
50,60,12,180,0.2,0.4,9000,38,28,0.96,0.24,48.29941473,0.88743252,49.18684725
50,50,8,0,0.1,0.2,5000,28,28,1.32,0.33,47.88145883,1.30684119,49.18830002
50,50,8,180,0.1,0.2,5000,28,28,1.32,0.33,47.88145883,1.30684119,49.18830002
40,60,12,135,0.4,0.3,7200,38,18,1,0.25,48.42633556,0.77070199,49.19703755
40,60,12,315,0.4,0.3,7200,38,18,1,0.25,48.43780132,0.76282297,49.20062429
60,60,16,135,0.4,0.4,14400,38,38,0.7667,0.1917,48.49536128,0.70605863,49.20141991
60,60,16,315,0.4,0.4,14400,38,38,0.7667,0.1917,48.50049088,0.70333407,49.20382495
60,40,12,135,0.4,0.3,7200,18,38,1,0.25,48.43806488,0.76632639,49.20439128
60,60,16,225,0.4,0.4,14400,38,38,0.7667,0.1917,48.50340174,0.70238067,49.20578241
60,40,12,45,0.4,0.3,7200,18,38,1,0.25,48.44726427,0.75894153,49.2062058
60,40,12,225,0.4,0.3,7200,18,38,1,0.25,48.44726427,0.75894153,49.2062058
50,50,12,225,0.3,0.4,7500,28,28,0.9867,0.2467,48.39208356,0.81989235,49.2119759
60,40,12,315,0.4,0.3,7200,18,38,1,0.25,48.45710716,0.75503321,49.21214037
60,60,16,45,0.4,0.4,14400,38,38,0.7667,0.1917,48.52106723,0.69210943,49.21317666
40,60,12,45,0.4,0.3,7200,38,18,1,0.25,48.45850812,0.75469159,49.21319972
40,60,12,225,0.4,0.3,7200,38,18,1,0.25,48.45850812,0.75469159,49.21319972
50,50,12,135,0.3,0.4,7500,28,28,0.9867,0.2467,48.39579839,0.82063153,49.21642991
40,40,8,45,0.3,0.4,3200,18,18,1.4,0.35,48.27632748,0.94798229,49.22430977
50,50,12,315,0.3,0.4,7500,28,28,0.9867,0.2467,48.42765357,0.8016562,49.22930977
40,40,8,135,0.3,0.4,3200,18,18,1.4,0.35,48.27862259,0.95108443,49.22970702
50,50,12,45,0.3,0.4,7500,28,28,0.9867,0.2467,48.42936133,0.80185543,49.23121676
60,40,12,90,0.4,0.3,7200,18,38,1,0.25,48.53045745,0.72279198,49.25324943
60,40,12,270,0.4,0.3,7200,18,38,1,0.25,48.53045745,0.72279198,49.25324943
40,60,12,0,0.4,0.3,7200,38,18,1,0.25,48.53070937,0.72328613,49.25399549
40,60,12,180,0.4,0.3,7200,38,18,1,0.25,48.53070937,0.72328613,49.25399549
60,60,16,90,0.4,0.4,14400,38,38,0.7667,0.1917,48.61806312,0.64781305,49.26587618
60,60,16,270,0.4,0.4,14400,38,38,0.7667,0.1917,48.61806312,0.64781305,49.26587618
60,60,16,0,0.4,0.4,14400,38,38,0.7667,0.1917,48.61790524,0.64846625,49.26637149
60,60,16,180,0.4,0.4,14400,38,38,0.7667,0.1917,48.61790524,0.64846625,49.26637149
40,60,12,135,0.4,0.4,7200,38,18,1,0.25,48.54358734,0.72912356,49.2727109
30,60,16,45,0.1,0.1,7200,38,8,0.9,0.225,46.62641859,2.6500443,49.27646289
40,60,12,90,0.4,0.3,7200,38,18,1,0.25,48.60174057,0.67727744,49.27901802
40,60,12,270,0.4,0.3,7200,38,18,1,0.25,48.60174057,0.67727744,49.27901802
60,40,12,0,0.4,0.3,7200,18,38,1,0.25,48.59933637,0.67987518,49.27921156
60,40,12,180,0.4,0.3,7200,18,38,1,0.25,48.59933637,0.67987518,49.27921156
50,50,12,90,0.3,0.4,7500,28,28,0.9867,0.2467,48.52758933,0.75243734,49.28002668
50,50,12,270,0.3,0.4,7500,28,28,0.9867,0.2467,48.52758933,0.75243734,49.28002668
50,50,12,0,0.3,0.4,7500,28,28,0.9867,0.2467,48.52702259,0.75354827,49.28057086
50,50,12,180,0.3,0.4,7500,28,28,0.9867,0.2467,48.52702259,0.75354827,49.28057086
40,60,12,315,0.4,0.4,7200,38,18,1,0.25,48.56269927,0.71825799,49.28095726
60,40,12,45,0.4,0.4,7200,18,38,1,0.25,48.57769573,0.71056008,49.2882558
60,40,12,225,0.4,0.4,7200,18,38,1,0.25,48.57769573,0.71056008,49.2882558
60,40,12,135,0.4,0.4,7200,18,38,1,0.25,48.57206908,0.7165747,49.28864379
60,40,12,315,0.4,0.4,7200,18,38,1,0.25,48.58151317,0.71195984,49.29347301
40,60,12,45,0.4,0.4,7200,38,18,1,0.25,48.58933236,0.70769202,49.29702437
40,60,12,225,0.4,0.4,7200,38,18,1,0.25,48.58933236,0.70769202,49.29702437
30,60,16,135,0.1,0.1,7200,38,8,0.9,0.225,46.64488396,2.65530431,49.30018827
60,30,8,315,0.1,0.4,3600,8,38,1.4,0.35,47.97827956,1.34605324,49.3243328
60,30,8,225,0.1,0.4,3600,8,38,1.4,0.35,47.9722591,1.36006571,49.33232481
60,40,12,90,0.4,0.4,7200,18,38,1,0.25,48.65733922,0.6764368,49.33377602
60,40,12,270,0.4,0.4,7200,18,38,1,0.25,48.65733922,0.6764368,49.33377602
40,60,12,0,0.4,0.4,7200,38,18,1,0.25,48.65710972,0.67675976,49.33386948
40,60,12,180,0.4,0.4,7200,38,18,1,0.25,48.65710972,0.67675976,49.33386948
30,60,8,315,0.1,0.4,3600,38,8,1.4,0.35,47.97802518,1.35874702,49.3367722
60,60,12,135,0.2,0.3,10800,38,38,0.9333,0.2333,48.35500697,0.98471178,49.33971874
60,40,8,135,0.2,0.2,4800,18,38,1.3333,0.3333,48.14176666,1.20003017,49.34179683
60,60,12,315,0.2,0.3,10800,38,38,0.9333,0.2333,48.35846855,0.98391734,49.34238589
30,60,8,225,0.1,0.4,3600,38,8,1.4,0.35,48.00500899,1.33749585,49.34250484
60,40,8,315,0.2,0.2,4800,18,38,1.3333,0.3333,48.1469312,1.19670757,49.34363877
50,40,8,225,0.2,0.4,4000,18,28,1.36,0.34,48.27685739,1.06685083,49.34370822
40,60,8,45,0.2,0.2,4800,38,18,1.3333,0.3333,48.14712536,1.19754059,49.34466595
60,30,8,135,0.1,0.4,3600,8,38,1.4,0.35,48.01616795,1.33016241,49.34633036
40,50,8,45,0.2,0.4,4000,28,18,1.36,0.34,48.28932805,1.05803556,49.34736361
50,40,8,135,0.2,0.4,4000,18,28,1.36,0.34,48.28837968,1.05909083,49.3474705
60,60,12,225,0.2,0.3,10800,38,38,0.9333,0.2333,48.37218436,0.97800396,49.35018832
40,60,8,225,0.2,0.2,4800,38,18,1.3333,0.3333,48.15685496,1.19400114,49.3508561
40,60,8,315,0.2,0.2,4800,38,18,1.3333,0.3333,48.14889782,1.20253389,49.35143171
40,60,8,135,0.2,0.2,4800,38,18,1.3333,0.3333,48.14743183,1.20446512,49.35189696
60,60,12,45,0.2,0.3,10800,38,38,0.9333,0.2333,48.37793458,0.97557589,49.35351046
40,50,8,225,0.2,0.4,4000,28,18,1.36,0.34,48.31156318,1.04437197,49.35593515
60,40,8,45,0.2,0.2,4800,18,38,1.3333,0.3333,48.16066101,1.19933682,49.35999783
60,40,8,225,0.2,0.2,4800,18,38,1.3333,0.3333,48.16066101,1.19933682,49.35999783
40,60,12,90,0.4,0.4,7200,38,18,1,0.25,48.72927259,0.63334238,49.36261497
40,60,12,270,0.4,0.4,7200,38,18,1,0.25,48.72927259,0.63334238,49.36261497
60,40,12,0,0.4,0.4,7200,18,38,1,0.25,48.72848303,0.63458482,49.36306785
60,40,12,180,0.4,0.4,7200,18,38,1,0.25,48.72848303,0.63458482,49.36306785
40,50,8,315,0.2,0.4,4000,28,18,1.36,0.34,48.30898533,1.05440829,49.36339362
40,50,8,135,0.2,0.4,4000,28,18,1.36,0.34,48.29894787,1.06455199,49.36349986
50,40,8,315,0.2,0.4,4000,18,28,1.36,0.34,48.31404234,1.051348,49.36539034
60,30,8,45,0.1,0.4,3600,8,38,1.4,0.35,48.02770501,1.34144683,49.36915184
30,60,8,90,0.1,0.4,3600,38,8,1.4,0.35,48.11326601,1.25736052,49.37062652
30,60,8,270,0.1,0.4,3600,38,8,1.4,0.35,48.11326601,1.25736052,49.37062652
60,30,8,0,0.1,0.4,3600,8,38,1.4,0.35,48.11819838,1.25485509,49.37305347
60,30,8,180,0.1,0.4,3600,8,38,1.4,0.35,48.11819838,1.25485509,49.37305347
50,60,12,135,0.3,0.3,9000,38,28,0.96,0.24,48.50585483,0.87124524,49.37710007
60,50,12,135,0.3,0.3,9000,28,38,0.96,0.24,48.51292553,0.86639352,49.37931905
50,60,12,315,0.3,0.3,9000,38,28,0.96,0.24,48.50832453,0.87103917,49.37936371
60,50,12,315,0.3,0.3,9000,28,38,0.96,0.24,48.51883919,0.86440387,49.38324307
40,60,8,90,0.2,0.2,4800,38,18,1.3333,0.3333,48.25791104,1.12564981,49.38356085
40,60,8,270,0.2,0.2,4800,38,18,1.3333,0.3333,48.25791104,1.12564981,49.38356085
60,40,8,0,0.2,0.2,4800,18,38,1.3333,0.3333,48.25648116,1.12735632,49.38383748
60,40,8,180,0.2,0.2,4800,18,38,1.3333,0.3333,48.25648116,1.12735632,49.38383748
60,50,12,225,0.3,0.3,9000,28,38,0.96,0.24,48.52025657,0.86536036,49.38561693
60,50,12,45,0.3,0.3,9000,28,38,0.96,0.24,48.52042124,0.8652994,49.38572064
50,60,12,45,0.3,0.3,9000,38,28,0.96,0.24,48.53047571,0.86013086,49.39060657
50,60,12,225,0.3,0.3,9000,38,28,0.96,0.24,48.53047571,0.86013086,49.39060657
60,60,12,90,0.2,0.3,10800,38,38,0.9333,0.2333,48.45720408,0.93542259,49.39262667
60,60,12,270,0.2,0.3,10800,38,38,0.9333,0.2333,48.45720408,0.93542259,49.39262667
60,60,12,0,0.2,0.3,10800,38,38,0.9333,0.2333,48.45674436,0.93622533,49.39296969
60,60,12,180,0.2,0.3,10800,38,38,0.9333,0.2333,48.45674436,0.93622533,49.39296969
40,40,8,45,0.4,0.2,3200,18,18,1.4,0.35,48.48281172,0.91832652,49.40113823
40,40,8,225,0.4,0.2,3200,18,18,1.4,0.35,48.48602778,0.91622069,49.40224847
40,40,8,135,0.4,0.2,3200,18,18,1.4,0.35,48.48170954,0.92064167,49.40235121
40,40,8,315,0.4,0.2,3200,18,18,1.4,0.35,48.48170954,0.92064167,49.40235121
60,40,8,90,0.2,0.2,4800,18,38,1.3333,0.3333,48.24535871,1.16384179,49.40920049
60,40,8,270,0.2,0.2,4800,18,38,1.3333,0.3333,48.24535871,1.16384179,49.40920049
40,60,8,0,0.2,0.2,4800,38,18,1.3333,0.3333,48.24566045,1.16448192,49.41014237
40,60,8,180,0.2,0.2,4800,38,18,1.3333,0.3333,48.24566045,1.16448192,49.41014237
30,60,16,45,0.1,0.2,7200,38,8,0.9,0.225,46.82495633,2.59394345,49.41889978
30,60,8,0,0.1,0.4,3600,38,8,1.4,0.35,48.10344336,1.31821645,49.42165981
30,60,8,180,0.1,0.4,3600,38,8,1.4,0.35,48.10344336,1.31821645,49.42165981
60,30,8,90,0.1,0.4,3600,8,38,1.4,0.35,48.10784847,1.31535382,49.42320229
60,30,8,270,0.1,0.4,3600,8,38,1.4,0.35,48.10784847,1.31535382,49.42320229
50,60,12,90,0.3,0.3,9000,38,28,0.96,0.24,48.6301188,0.80236501,49.43248381
50,60,12,270,0.3,0.3,9000,38,28,0.96,0.24,48.6301188,0.80236501,49.43248381
50,50,12,225,0.4,0.3,7500,28,28,0.9867,0.2467,48.67833816,0.75415825,49.43249641
60,50,12,0,0.3,0.3,9000,28,38,0.96,0.24,48.62900912,0.80518968,49.4341988
60,50,12,180,0.3,0.3,9000,28,38,0.96,0.24,48.62900912,0.80518968,49.4341988
60,50,12,90,0.3,0.3,9000,28,38,0.96,0.24,48.61532045,0.81911553,49.43443598
60,50,12,270,0.3,0.3,9000,28,38,0.96,0.24,48.61532045,0.81911553,49.43443598
50,60,12,0,0.3,0.3,9000,38,28,0.96,0.24,48.61460154,0.81986209,49.43446363
50,60,12,180,0.3,0.3,9000,38,28,0.96,0.24,48.61460154,0.81986209,49.43446363
50,50,12,135,0.4,0.3,7500,28,28,0.9867,0.2467,48.68205589,0.75372112,49.43577702
30,60,16,135,0.1,0.2,7200,38,8,0.9,0.225,46.83476732,2.60606241,49.44082973
50,50,12,315,0.4,0.3,7500,28,28,0.9867,0.2467,48.70092716,0.74260728,49.44353444
50,50,12,45,0.4,0.3,7500,28,28,0.9867,0.2467,48.70251623,0.74266567,49.44518189
40,40,8,0,0.4,0.2,3200,18,18,1.4,0.35,48.6063434,0.85237648,49.45871988
40,40,8,180,0.4,0.2,3200,18,18,1.4,0.35,48.6063434,0.85237648,49.45871988
40,40,8,90,0.4,0.2,3200,18,18,1.4,0.35,48.60829456,0.85101161,49.45930617
40,40,8,270,0.4,0.2,3200,18,18,1.4,0.35,48.60829456,0.85101161,49.45930617
60,60,12,135,0.2,0.4,10800,38,38,0.9333,0.2333,48.56509391,0.91775463,49.48284854
50,60,12,135,0.3,0.4,9000,38,28,0.96,0.24,48.6743031,0.81362791,49.48793102
60,50,12,135,0.3,0.4,9000,28,38,0.96,0.24,48.67942608,0.80915927,49.48858535
60,60,12,225,0.2,0.4,10800,38,38,0.9333,0.2333,48.57606973,0.91273306,49.48880278
50,60,12,315,0.3,0.4,9000,38,28,0.96,0.24,48.67923677,0.80963364,49.48887041
60,60,12,315,0.2,0.4,10800,38,38,0.9333,0.2333,48.57620536,0.9147361,49.49094146
60,50,12,315,0.3,0.4,9000,28,38,0.96,0.24,48.69149008,0.80511398,49.49660406
40,50,8,225,0.3,0.2,4000,28,18,1.36,0.34,48.44747874,1.04923374,49.49671249
40,50,8,45,0.3,0.2,4000,28,18,1.36,0.34,48.44766267,1.04938659,49.49704926
60,50,12,225,0.3,0.4,9000,28,38,0.96,0.24,48.69636171,0.80212768,49.49848939
50,50,12,0,0.4,0.3,7500,28,28,0.9867,0.2467,48.80840487,0.69110393,49.4995088
50,50,12,180,0.4,0.3,7500,28,28,0.9867,0.2467,48.80840487,0.69110393,49.4995088
50,50,12,90,0.4,0.3,7500,28,28,0.9867,0.2467,48.80950531,0.6904292,49.49993451
50,50,12,270,0.4,0.3,7500,28,28,0.9867,0.2467,48.80950531,0.6904292,49.49993451
60,50,12,45,0.3,0.4,9000,28,38,0.96,0.24,48.70350199,0.7983862,49.5018882
50,60,12,45,0.3,0.4,9000,38,28,0.96,0.24,48.70533899,0.79671269,49.50205168
50,60,12,225,0.3,0.4,9000,38,28,0.96,0.24,48.70533899,0.79671269,49.50205168
50,40,8,135,0.3,0.2,4000,18,28,1.36,0.34,48.45550707,1.04722896,49.50273603
50,40,8,315,0.3,0.2,4000,18,28,1.36,0.34,48.45550707,1.04722896,49.50273603
60,60,12,45,0.2,0.4,10800,38,38,0.9333,0.2333,48.60180857,0.90167904,49.50348761
40,50,8,315,0.3,0.2,4000,28,18,1.36,0.34,48.45934079,1.04892582,49.50826661
50,40,8,45,0.3,0.2,4000,18,28,1.36,0.34,48.46730531,1.0457252,49.51303051
50,40,8,225,0.3,0.2,4000,18,28,1.36,0.34,48.46730531,1.0457252,49.51303051
40,50,8,135,0.3,0.2,4000,28,18,1.36,0.34,48.46298355,1.05037005,49.51335359
50,50,12,225,0.4,0.4,7500,28,28,0.9867,0.2467,48.80952861,0.7058945,49.5154231
50,50,12,135,0.4,0.4,7500,28,28,0.9867,0.2467,48.81078713,0.7078299,49.51861702
40,30,8,45,0.3,0.4,2400,8,18,1.4667,0.3667,48.50143568,1.0196229,49.52105858
40,30,8,135,0.3,0.4,2400,8,18,1.4667,0.3667,48.50896686,1.01451171,49.52347857
30,40,8,45,0.3,0.4,2400,18,8,1.4667,0.3667,48.51836731,1.0092197,49.52758701
30,40,8,225,0.3,0.4,2400,18,8,1.4667,0.3667,48.51898838,1.00952414,49.52851252
30,60,16,45,0.1,0.3,7200,38,8,0.9,0.225,46.98159313,2.54745451,49.52904764
50,50,12,315,0.4,0.4,7500,28,28,0.9867,0.2467,48.839132,0.69204036,49.53117236
50,50,12,45,0.4,0.4,7500,28,28,0.9867,0.2467,48.84059782,0.69213597,49.53273379
40,30,8,315,0.3,0.4,2400,8,18,1.4667,0.3667,48.52853004,1.00455653,49.53308656
60,60,12,90,0.2,0.4,10800,38,38,0.9333,0.2333,48.67914624,0.86001923,49.53916547
60,60,12,270,0.2,0.4,10800,38,38,0.9333,0.2333,48.67914624,0.86001923,49.53916547
60,60,12,0,0.2,0.4,10800,38,38,0.9333,0.2333,48.67985938,0.86007311,49.53993249
60,60,12,180,0.2,0.4,10800,38,38,0.9333,0.2333,48.67985938,0.86007311,49.53993249
30,40,8,135,0.3,0.4,2400,18,8,1.4667,0.3667,48.53345226,1.00783021,49.54128248
30,40,8,315,0.3,0.4,2400,18,8,1.4667,0.3667,48.53345226,1.00783021,49.54128248
40,30,8,225,0.3,0.4,2400,8,18,1.4667,0.3667,48.53389287,1.007624,49.54151688
50,60,12,90,0.3,0.4,9000,38,28,0.96,0.24,48.80694563,0.74019376,49.54713938
50,60,12,270,0.3,0.4,9000,38,28,0.96,0.24,48.80694563,0.74019376,49.54713938
60,50,12,90,0.3,0.4,9000,28,38,0.96,0.24,48.79048161,0.7566776,49.54715921
60,50,12,270,0.3,0.4,9000,28,38,0.96,0.24,48.79048161,0.7566776,49.54715921
50,60,12,0,0.3,0.4,9000,38,28,0.96,0.24,48.79036629,0.75708309,49.54744938
50,60,12,180,0.3,0.4,9000,38,28,0.96,0.24,48.79036629,0.75708309,49.54744938
30,60,16,135,0.1,0.3,7200,38,8,0.9,0.225,46.98757597,2.56085436,49.54843033
60,50,12,0,0.3,0.4,9000,28,38,0.96,0.24,48.80647956,0.74248506,49.54896462
60,50,12,180,0.3,0.4,9000,28,38,0.96,0.24,48.80647956,0.74248506,49.54896462
50,40,8,0,0.3,0.2,4000,18,28,1.36,0.34,48.58711056,0.97272421,49.55983477
50,40,8,180,0.3,0.2,4000,18,28,1.36,0.34,48.58711056,0.97272421,49.55983477
40,50,8,90,0.3,0.2,4000,28,18,1.36,0.34,48.58884399,0.97213165,49.56097563
40,50,8,270,0.3,0.2,4000,28,18,1.36,0.34,48.58884399,0.97213165,49.56097563
50,40,8,90,0.3,0.2,4000,18,28,1.36,0.34,48.56588902,0.99947625,49.56536526
50,40,8,270,0.3,0.2,4000,18,28,1.36,0.34,48.56588902,0.99947625,49.56536526
40,50,8,0,0.3,0.2,4000,28,18,1.36,0.34,48.56574763,1.00040323,49.56615086
40,50,8,180,0.3,0.2,4000,28,18,1.36,0.34,48.56574763,1.00040323,49.56615086
40,40,8,45,0.4,0.4,3200,18,18,1.4,0.35,48.75517029,0.81735691,49.5725272
40,40,8,135,0.4,0.4,3200,18,18,1.4,0.35,48.75559173,0.82334348,49.57893521
50,50,12,90,0.4,0.4,7500,28,28,0.9867,0.2467,48.94281102,0.64144665,49.58425767
50,50,12,270,0.4,0.4,7500,28,28,0.9867,0.2467,48.94281102,0.64144665,49.58425767
50,50,12,0,0.4,0.4,7500,28,28,0.9867,0.2467,48.94256944,0.64291408,49.58548352
50,50,12,180,0.4,0.4,7500,28,28,0.9867,0.2467,48.94256944,0.64291408,49.58548352
30,50,8,135,0.2,0.4,3000,28,8,1.4267,0.3567,48.42402426,1.16935378,49.59337804
30,50,8,45,0.2,0.4,3000,28,8,1.4267,0.3567,48.44544903,1.14837226,49.59382129
30,50,8,225,0.2,0.4,3000,28,8,1.4267,0.3567,48.44476278,1.14953084,49.59429362
40,30,8,0,0.3,0.4,2400,8,18,1.4667,0.3667,48.67605943,0.91826563,49.59432507
40,30,8,180,0.3,0.4,2400,8,18,1.4667,0.3667,48.67605943,0.91826563,49.59432507
30,40,8,90,0.3,0.4,2400,18,8,1.4667,0.3667,48.67641963,0.91825275,49.59467239
30,40,8,270,0.3,0.4,2400,18,8,1.4667,0.3667,48.67641963,0.91825275,49.59467239
40,30,8,90,0.3,0.4,2400,8,18,1.4667,0.3667,48.63630155,0.95839888,49.59470042
40,30,8,270,0.3,0.4,2400,8,18,1.4667,0.3667,48.63630155,0.95839888,49.59470042
30,40,8,0,0.3,0.4,2400,18,8,1.4667,0.3667,48.63614365,0.9588151,49.59495875
30,40,8,180,0.3,0.4,2400,18,8,1.4667,0.3667,48.63614365,0.9588151,49.59495875
50,30,8,135,0.2,0.4,3000,8,28,1.4267,0.3567,48.45365287,1.14433767,49.59799054
50,30,8,315,0.2,0.4,3000,8,28,1.4267,0.3567,48.45365287,1.14433767,49.59799054
30,50,8,315,0.2,0.4,3000,28,8,1.4267,0.3567,48.44448405,1.16189437,49.60637841
50,30,8,45,0.2,0.4,3000,8,28,1.4267,0.3567,48.46755734,1.15240459,49.61996193
50,30,8,225,0.2,0.4,3000,8,28,1.4267,0.3567,48.46755734,1.15240459,49.61996193
50,60,8,45,0.1,0.2,6000,38,28,1.2933,0.3233,48.31279686,1.32605862,49.63885548
50,60,8,225,0.1,0.2,6000,38,28,1.2933,0.3233,48.31506065,1.3239338,49.63899445
60,50,8,135,0.1,0.2,6000,28,38,1.2933,0.3233,48.3283243,1.3193794,49.6477037
50,60,8,315,0.1,0.2,6000,38,28,1.2933,0.3233,48.33003608,1.32163647,49.65167255
50,30,8,0,0.2,0.4,3000,8,28,1.4267,0.3567,48.5927412,1.0597394,49.65248059
50,30,8,180,0.2,0.4,3000,8,28,1.4267,0.3567,48.5927412,1.0597394,49.65248059
60,50,8,315,0.1,0.2,6000,28,38,1.2933,0.3233,48.33400179,1.31874694,49.65274873
30,50,8,90,0.2,0.4,3000,28,8,1.4267,0.3567,48.59346833,1.05998806,49.65345639
30,50,8,270,0.2,0.4,3000,28,8,1.4267,0.3567,48.59346833,1.05998806,49.65345639
60,50,8,45,0.1,0.2,6000,28,38,1.2933,0.3233,48.33545512,1.31987137,49.65532649
50,60,8,135,0.1,0.2,6000,38,28,1.2933,0.3233,48.33815601,1.31843829,49.6565943
60,50,8,225,0.1,0.2,6000,28,38,1.2933,0.3233,48.34294035,1.31736687,49.66030723
50,30,8,90,0.2,0.4,3000,8,28,1.4267,0.3567,48.54730435,1.11880761,49.66611197
50,30,8,270,0.2,0.4,3000,8,28,1.4267,0.3567,48.54730435,1.11880761,49.66611197
30,50,8,0,0.2,0.4,3000,28,8,1.4267,0.3567,48.54726031,1.1196176,49.66687791
30,50,8,180,0.2,0.4,3000,28,8,1.4267,0.3567,48.54726031,1.1196176,49.66687791
50,60,12,135,0.4,0.3,9000,38,28,0.96,0.24,48.90845439,0.76241372,49.67086812
50,60,12,315,0.4,0.3,9000,38,28,0.96,0.24,48.90981574,0.76291295,49.67272869
60,50,12,135,0.4,0.3,9000,28,38,0.96,0.24,48.91837381,0.75777596,49.67614977
60,50,12,225,0.4,0.3,9000,28,38,0.96,0.24,48.92285711,0.75615049,49.6790076
60,50,12,45,0.4,0.3,9000,28,38,0.96,0.24,48.92307029,0.75607512,49.67914541
60,50,12,315,0.4,0.3,9000,28,38,0.96,0.24,48.92349672,0.75597637,49.67947309
50,60,12,45,0.4,0.3,9000,38,28,0.96,0.24,48.93268608,0.75205046,49.68473654
50,60,12,225,0.4,0.3,9000,38,28,0.96,0.24,48.93268608,0.75205046,49.68473654
50,60,8,90,0.1,0.2,6000,38,28,1.2933,0.3233,48.41491946,1.27274877,49.68766824
50,60,8,270,0.1,0.2,6000,38,28,1.2933,0.3233,48.41491946,1.27274877,49.68766824
60,50,8,0,0.1,0.2,6000,28,38,1.2933,0.3233,48.41541138,1.27432875,49.68974013
60,50,8,180,0.1,0.2,6000,28,38,1.2933,0.3233,48.41541138,1.27432875,49.68974013
60,60,12,135,0.3,0.3,10800,38,38,0.9333,0.2333,48.8249822,0.86544414,49.69042634
60,60,12,315,0.3,0.3,10800,38,38,0.9333,0.2333,48.82803391,0.86463681,49.69267072
50,60,8,0,0.1,0.2,6000,38,28,1.2933,0.3233,48.41235767,1.28596672,49.69832439
50,60,8,180,0.1,0.2,6000,38,28,1.2933,0.3233,48.41235767,1.28596672,49.69832439
60,50,8,90,0.1,0.2,6000,28,38,1.2933,0.3233,48.41287298,1.28555844,49.69843142
60,50,8,270,0.1,0.2,6000,28,38,1.2933,0.3233,48.41287298,1.28555844,49.69843142
60,60,12,225,0.3,0.3,10800,38,38,0.9333,0.2333,48.84077029,0.85905511,49.6998254
60,60,12,45,0.3,0.3,10800,38,38,0.9333,0.2333,48.84583726,0.8567469,49.70258416
